"id","group_code","group_name","sub_code","task_name","ly_trinh","unit","design_quantity"
"234","3","Thoát Nước Mưa","3.7.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","4.3838"
"235","3","Thoát Nước Mưa","3.7.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.2934"
"236","3","Thoát Nước Mưa","3.7.6","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","7.4732"
"237","3","Thoát Nước Mưa","3.7.7","Chèn vữa vị trí nối cống D300",,"mối nối","28"
"238","3","Thoát Nước Mưa","3.7.8","Chèn vữa vị trí nối cống D800",,"mối nối","56"
"239","3","Thoát Nước Mưa","3.7.9","Bê tông tấm đan, đá 1x2, mác 200",,"m3","7.35"
"240","3","Thoát Nước Mưa","3.7.10","Cốt thép tấm đan",,"tấn","1.4336"
"241","3","Thoát Nước Mưa","3.7.11","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","28"
"242","3","Thoát Nước Mưa","3.7.12","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","621.824"
"243","3","Thoát Nước Mưa","3.8","Ga thăm cống D1000 loại 1 ( H thân ga=1.5m, Htb=1.9m)",,,
"244","3","Thoát Nước Mưa","3.8.1","Thi công lớp đá dăm đệm móng",,"m3","1.512"
"245","3","Thoát Nước Mưa","3.8.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.756"
"246","3","Thoát Nước Mưa","3.8.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","4.3537"
"247","3","Thoát Nước Mưa","3.8.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0167"
"248","3","Thoát Nước Mưa","3.8.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.6353"
"249","3","Thoát Nước Mưa","3.8.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.021"
"250","3","Thoát Nước Mưa","3.8.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.5338"
"251","3","Thoát Nước Mưa","3.8.8","Chèn vữa vị trí nối cống D300",,"mối nối","2"
"252","3","Thoát Nước Mưa","3.8.9","Chèn vữa vị trí nối cống D1000",,"mối nối","2"
"253","3","Thoát Nước Mưa","3.8.10","Bê tông tấm đan, đá 1x2, mác 250, PCB30",,"m3","0.765"
"254","3","Thoát Nước Mưa","3.8.11","Cốt thép tấm đan",,"tấn","0.1392"
"255","3","Thoát Nước Mưa","3.8.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","2"
"256","3","Thoát Nước Mưa","3.8.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","56.2"
"257","3","Thoát Nước Mưa","3.9","Ga thăm cống D1000 loại 2 ( H thân ga 1.4m; Htb=1.94m)",,,
"258","3","Thoát Nước Mưa","3.9.1","Thi công lớp đá dăm đệm móng",,"m3","11.34"
"259","3","Thoát Nước Mưa","3.9.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","5.67"
"260","3","Thoát Nước Mưa","3.9.3","Bê tông hố van, hố ga, đá 1x2, mác 200",,"m3","30.25"
"261","3","Thoát Nước Mưa","3.9.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.1068"
"262","3","Thoát Nước Mưa","3.9.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","4.1272"
"263","3","Thoát Nước Mưa","3.9.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.1572"
"264","3","Thoát Nước Mưa","3.9.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","4.0035"
"265","3","Thoát Nước Mưa","3.9.8","Chèn vữa vị trí nối cống D300",,"mối nối","15"
"266","3","Thoát Nước Mưa","3.9.9","Chèn vữa vị trí nối cống D1000",,"mối nối","30"
"267","3","Thoát Nước Mưa","3.9.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","5.7375"
"268","3","Thoát Nước Mưa","3.9.11","Cốt thép tấm đan",,"tấn","1.0437"
"269","3","Thoát Nước Mưa","3.9.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","15"
"270","3","Thoát Nước Mưa","3.9.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","418.98"
"271","3","Thoát Nước Mưa","3.10","Ga thăm cống D1000 loại 2 ( H thân ga 1.8m; Htb=2.45m)",,,
"272","3","Thoát Nước Mưa","3.10.1","Thi công lớp đá dăm đệm móng",,"m3","1.512"
"273","3","Thoát Nước Mưa","3.10.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.756"
"274","3","Thoát Nước Mưa","3.10.3","Bê tông hố van, hố ga, đá 1x2, mác 200",,"m3","5.0237"
"275","3","Thoát Nước Mưa","3.10.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0191"
"276","3","Thoát Nước Mưa","3.10.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.6863"
"277","3","Thoát Nước Mưa","3.10.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0294"
"278","3","Thoát Nước Mưa","3.10.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.7473"
"279","3","Thoát Nước Mưa","3.10.8","Chèn vữa vị trí nối cống D300",,"mối nối","2"
"280","3","Thoát Nước Mưa","3.10.9","Chèn vữa vị trí nối cống D1000",,"mối nối","4"
"281","3","Thoát Nước Mưa","3.10.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","0.765"
"282","3","Thoát Nước Mưa","3.10.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.1392"
"283","3","Thoát Nước Mưa","3.10.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","2"
"284","3","Thoát Nước Mưa","3.10.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","69"
"285","3","Thoát Nước Mưa","3.11","Ga thăm cống D1000 loại 3 ( H thân ga 1.8m; Htb=2.31m)",,,
"286","3","Thoát Nước Mưa","3.11.1","Thi công lớp đá dăm đệm móng",,"m3","0.882"
"287","3","Thoát Nước Mưa","3.11.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.441"
"288","3","Thoát Nước Mưa","3.11.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","2.4387"
"289","3","Thoát Nước Mưa","3.11.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.011"
"290","3","Thoát Nước Mưa","3.11.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.3733"
"291","3","Thoát Nước Mưa","3.11.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0147"
"292","3","Thoát Nước Mưa","3.11.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.3737"
"293","3","Thoát Nước Mưa","3.11.8","Chèn vữa vị trí nối cống D600",,"mối nối","1"
"294","3","Thoát Nước Mưa","3.11.9","Chèn vữa vị trí nối cống D1000",,"mối nối","2"
"295","3","Thoát Nước Mưa","3.11.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","0.468"
"296","3","Thoát Nước Mưa","3.11.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.0833"
"297","3","Thoát Nước Mưa","3.11.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"298","3","Thoát Nước Mưa","3.11.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","35.848"
"299","3","Thoát Nước Mưa","3.12","Ga thăm cống D1000 loại 4 ( H thân ga 1.8m; Htb=2.51m)",,,
"300","3","Thoát Nước Mưa","3.12.1","Thi công lớp đá dăm đệm móng",,"m3","0.756"
"301","3","Thoát Nước Mưa","3.12.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.378"
"302","3","Thoát Nước Mưa","3.12.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","2.6132"
"303","3","Thoát Nước Mưa","3.12.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0096"
"304","3","Thoát Nước Mưa","3.12.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.3532"
"305","3","Thoát Nước Mưa","3.12.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0147"
"306","3","Thoát Nước Mưa","3.12.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.3737"
"307","3","Thoát Nước Mưa","3.12.8","Chèn vữa vị trí nối cống D600",,"mối nối","2"
"308","3","Thoát Nước Mưa","3.12.9","Chèn vữa vị trí nối cống D1000",,"mối nối","1"
"309","3","Thoát Nước Mưa","3.12.10","Bê tông tấm đan, đá 1x2, mác 200",,"m3","0.3825"
"310","3","Thoát Nước Mưa","3.12.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.0696"
"311","3","Thoát Nước Mưa","3.12.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"312","3","Thoát Nước Mưa","3.12.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","35.028"
"313","3","Thoát Nước Mưa","3.13","Ga thăm cống D1250mm loại 1, Htb=2.22m, H thân ga =1.6m",,,
"314","3","Thoát Nước Mưa","3.13.1","Thi công lớp đá dăm đệm móng",,"m3","14.076"
"315","3","Thoát Nước Mưa","3.13.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","7.038"
"316","3","Thoát Nước Mưa","3.13.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","36.884"
"317","3","Thoát Nước Mưa","3.13.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.1513"
"318","3","Thoát Nước Mưa","3.13.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","7.1549"
"319","3","Thoát Nước Mưa","3.13.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.2139"
"320","3","Thoát Nước Mưa","3.13.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","5.4448"
"321","3","Thoát Nước Mưa","3.13.8","Chèn vữa vị trí nối cống D300",,"mối nối","17"
"322","3","Thoát Nước Mưa","3.13.9","Chèn vữa vị trí nối cống D1250",,"mối nối","34"
"323","3","Thoát Nước Mưa","3.13.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","7.3185"
"324","3","Thoát Nước Mưa","3.13.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","1.7524"
"325","3","Thoát Nước Mưa","3.13.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","17"
"326","3","Thoát Nước Mưa","3.13.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","560.932"
"327","3","Thoát Nước Mưa","3.14","Ga thăm cống D1250mm loại 2, Htb=2.23.m, H thân ga =1.6m",,,
"328","3","Thoát Nước Mưa","3.14.1","Thi công lớp đá dăm đệm móng",,"m3","1.058"
"329","3","Thoát Nước Mưa","3.14.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.529"
"330","3","Thoát Nước Mưa","3.14.3","Bê tông hố van, hố ga, đá 1x2, mác 200",,"m3","2.3445"
"331","3","Thoát Nước Mưa","3.14.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0108"
"332","3","Thoát Nước Mưa","3.14.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.5131"
"333","3","Thoát Nước Mưa","3.14.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0126"
"334","3","Thoát Nước Mưa","3.14.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.3203"
"335","3","Thoát Nước Mưa","3.14.8","Chèn vữa vị trí nối cống D600",,"mối nối","1"
"336","3","Thoát Nước Mưa","3.14.9","Chèn vữa vị trí nối cống D1250",,"mối nối","2"
"337","3","Thoát Nước Mưa","3.14.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","0.588"
"338","3","Thoát Nước Mưa","3.14.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.1353"
"339","3","Thoát Nước Mưa","3.14.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"340","3","Thoát Nước Mưa","3.14.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","36.984"
"341","3","Thoát Nước Mưa","3.15","Ga thăm cống D1250mm loại 3, Htb=2.37m, H thân ga =1.6m",,,
"342","3","Thoát Nước Mưa","3.15.1","Thi công lớp đá dăm đệm móng",,"m3","0.828"
"343","3","Thoát Nước Mưa","3.15.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.414"
"344","3","Thoát Nước Mưa","3.15.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","2.1788"
"345","3","Thoát Nước Mưa","3.15.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0089"
"346","3","Thoát Nước Mưa","3.15.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.4042"
"347","3","Thoát Nước Mưa","3.15.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0147"
"348","3","Thoát Nước Mưa","3.15.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.3737"
"349","3","Thoát Nước Mưa","3.15.8","Chèn vữa vị trí nối cống D600",,"mối nối","2"
"350","3","Thoát Nước Mưa","3.15.9","Chèn vữa vị trí nối cống D1250",,"mối nối","2"
"351","3","Thoát Nước Mưa","3.15.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","0.4305"
"352","3","Thoát Nước Mưa","3.15.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.1031"
"353","3","Thoát Nước Mưa","3.15.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"354","3","Thoát Nước Mưa","3.15.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","34.316"
"355","3","Thoát Nước Mưa","3.16","Ga thăm cống D1500, H thân ga =2m; Htb ga 2.71m",,,
"356","3","Thoát Nước Mưa","3.16.1","Thi công lớp đá dăm đệm móng",,"m3","23.4"
"357","3","Thoát Nước Mưa","3.16.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","11.7"
"358","3","Thoát Nước Mưa","3.16.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","63.2642"
"359","3","Thoát Nước Mưa","3.16.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.2865"
"360","3","Thoát Nước Mưa","3.16.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","13.0329"
"361","3","Thoát Nước Mưa","3.16.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.4193"
"362","3","Thoát Nước Mưa","3.16.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","10.676"
"363","3","Thoát Nước Mưa","3.16.8","Chèn vữa vị trí nối cống D300",,"mối nối","25"
"364","3","Thoát Nước Mưa","3.16.9","Chèn vữa vị trí nối cống D1500",,"mối nối","50"
"365","3","Thoát Nước Mưa","3.16.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","12.5625"
"366","3","Thoát Nước Mưa","3.16.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","3.0138"
"367","3","Thoát Nước Mưa","3.16.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","25"
"368","3","Thoát Nước Mưa","3.16.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","1063.2"
"369","3","Thoát Nước Mưa","3.17","Ga thăm cống D1500, H thân ga =2.5m; Htb ga 3.17m",,,
"370","3","Thoát Nước Mưa","3.17.1","Thi công lớp đá dăm đệm móng",,"m3","3.744"
"371","3","Thoát Nước Mưa","3.17.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","1.872"
"372","3","Thoát Nước Mưa","3.17.3","Bê tông hố van, hố ga, đá 1x2, mác 200",,"m3","12.0871"
"373","3","Thoát Nước Mưa","3.17.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0574"
"374","3","Thoát Nước Mưa","3.17.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","2.554"
"375","3","Thoát Nước Mưa","3.17.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0755"
"376","3","Thoát Nước Mưa","3.17.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","1.9217"
"377","3","Thoát Nước Mưa","3.17.8","Chèn vữa vị trí nối cống D300",,"mối nối","4"
"378","3","Thoát Nước Mưa","3.17.9","Chèn vữa vị trí nối cống D1500",,"mối nối","8"
"379","3","Thoát Nước Mưa","3.17.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","2.01"
"380","3","Thoát Nước Mưa","3.17.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.4822"
"381","3","Thoát Nước Mưa","3.17.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","4"
"382","3","Thoát Nước Mưa","3.17.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","200.704"
"383","3","Thoát Nước Mưa","3.18","Ga thăm cống D1500, H thân ga =3m; Htb ga 3.61m",,,
"384","3","Thoát Nước Mưa","3.18.1","Thi công lớp đá dăm đệm móng",,"m3","3.744"
"385","3","Thoát Nước Mưa","3.18.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","1.872"
"386","3","Thoát Nước Mưa","3.18.3","Bê tông hố van, hố ga, đá 1x2, mác 200",,"m3","13.9943"
"387","3","Thoát Nước Mưa","3.18.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0689"
"388","3","Thoát Nước Mưa","3.18.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","3.1017"
"389","3","Thoát Nước Mưa","3.18.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0922"
"390","3","Thoát Nước Mưa","3.18.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","2.3487"
"391","3","Thoát Nước Mưa","3.18.8","Chèn vữa vị trí nối cống D300",,"mối nối","4"
"392","3","Thoát Nước Mưa","3.18.9","Chèn vữa vị trí nối cống D1500",,"mối nối","8"
"393","3","Thoát Nước Mưa","3.18.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","2.01"
"394","3","Thoát Nước Mưa","3.18.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.4822"
"395","3","Thoát Nước Mưa","3.18.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","4"
"396","3","Thoát Nước Mưa","3.18.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","230.592"
"397","3","Thoát Nước Mưa","3.19","Ga thăm cống BxH=2x2m loại 1, Htb = 4.02m, H thân ga=3.5m",,,
"398","3","Thoát Nước Mưa","3.19.1","Thi công lớp đá dăm đệm móng",,"m3","1.664"
"399","3","Thoát Nước Mưa","3.19.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.832"
"400","3","Thoát Nước Mưa","3.19.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","3.8399"
"401","3","Thoát Nước Mưa","3.19.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0186"
"402","3","Thoát Nước Mưa","3.19.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.8181"
"403","3","Thoát Nước Mưa","3.19.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.021"
"404","3","Thoát Nước Mưa","3.19.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.5338"
"405","3","Thoát Nước Mưa","3.19.8","Chèn vữa vị trí nối cống hộp 2x2m",,"mối nối","1"
"406","3","Thoát Nước Mưa","3.19.9","Chèn vữa vị trí nối cống D1500",,"mối nối","2"
"407","3","Thoát Nước Mưa","3.19.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","1.0065"
"408","3","Thoát Nước Mưa","3.19.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.2267"
"409","3","Thoát Nước Mưa","3.19.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"410","3","Thoát Nước Mưa","3.19.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","86.416"
"411","3","Thoát Nước Mưa","3.20","Ga thăm cống BxH=2x2m loại 2, Htb =3.8m, H thân ga=3.2m",,,
"412","3","Thoát Nước Mưa","3.20.1","Thi công lớp đá dăm đệm móng",,"m3","1.664"
"413","3","Thoát Nước Mưa","3.20.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.832"
"414","3","Thoát Nước Mưa","3.20.3","Bê tông hố van, hố ga, đá 1x2, mác 200",,"m3","3.0822"
"415","3","Thoát Nước Mưa","3.20.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.02"
"416","3","Thoát Nước Mưa","3.20.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","0.8653"
"417","3","Thoát Nước Mưa","3.20.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0252"
"418","3","Thoát Nước Mưa","3.20.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.6406"
"419","3","Thoát Nước Mưa","3.20.8","Chèn vữa vị trí nối cống hộp 2x2m",,"mối nối","2"
"420","3","Thoát Nước Mưa","3.20.9","Chèn vữa vị trí nối cống D1500",,"mối nối","1"
"421","3","Thoát Nước Mưa","3.20.10","Chèn vữa vị trí nối cống D600",,"mối nối","1"
"422","3","Thoát Nước Mưa","3.20.11","Bê tông tấm đan, đá 1x2, mác 250",,"m3","1.0065"
"423","3","Thoát Nước Mưa","3.20.12","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.2267"
"424","3","Thoát Nước Mưa","3.20.13","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"425","3","Thoát Nước Mưa","3.20.14","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","80.64"
"426","3","Thoát Nước Mưa","3.21","Ga giao cắt D600, Htb= 1.84m; H thân ga =1.3m",,,
"427","3","Thoát Nước Mưa","3.21.1","Thi công lớp đá đệm móng",,"m3","0.512"
"428","3","Thoát Nước Mưa","3.21.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.256"
"429","3","Thoát Nước Mưa","3.21.3","Bê tông hố van, hố ga, đá 1x2, mác 200",,"m3","1.7717"
"430","3","Thoát Nước Mưa","3.21.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.1517"
"431","3","Thoát Nước Mưa","3.21.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0105"
"432","3","Thoát Nước Mưa","3.21.6","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.2669"
"433","3","Thoát Nước Mưa","3.21.7","Chèn vữa vị trí nối cống D600, vữa XM mác 100",,"mối nối","2"
"434","3","Thoát Nước Mưa","3.21.8","Chèn vữa vị trí nối cống D300, vữa XM mác 100",,"mối nối","2"
"435","3","Thoát Nước Mưa","3.21.9","Bê tông tấm đan, đá 1x2, mác 250",,"m3","0.2205"
"436","3","Thoát Nước Mưa","3.21.10","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.0438"
"437","3","Thoát Nước Mưa","3.21.11","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"438","3","Thoát Nước Mưa","3.21.12","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","14.28"
"439","3","Thoát Nước Mưa","3.22","Ga giao cắt D800, Htb= 2.19m; H thân ga =1.5m",,,
"440","3","Thoát Nước Mưa","3.22.1","Thi công lớp đá đệm móng",,"m3","0.576"
"441","3","Thoát Nước Mưa","3.22.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.288"
"442","3","Thoát Nước Mưa","3.22.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","2.1567"
"443","3","Thoát Nước Mưa","3.22.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.1851"
"444","3","Thoát Nước Mưa","3.22.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0126"
"445","3","Thoát Nước Mưa","3.22.6","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.3203"
"446","3","Thoát Nước Mưa","3.22.7","Chèn vữa vị trí nối cống D800, vữa XM mác 100",,"mối nối","2"
"447","3","Thoát Nước Mưa","3.22.8","Chèn vữa vị trí nối cống D300, vữa XM mác 100",,"mối nối","2"
"448","3","Thoát Nước Mưa","3.22.9","Bê tông tấm đan, đá 1x2, mác 250",,"m3","0.2625"
